City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
389,brush,40.2589,-103.6238,13.890000000000043,50,6,4.12,US,1697416252
390,barkot,30.8167,78.2,12.78000000000003,68,100,2.03,IN,1697416253
391,fu'an,27.0892,119.6453,22.27000000000004,74,0,0.9,CN,1697416253
392,bucerias,20.75,-105.3333,29.99000000000001,79,100,1.54,MX,1697416076
393,parauapebas,-6.0675,-49.9022,24.110000000000014,80,3,1.09,BR,1697416253
394,ancud,-41.8697,-73.8203,7.090000000000032,90,8,2.57,CL,1697416254
395,murghob,38.1702,73.9667,-0.8999999999999773,50,100,1.45,TJ,1697416254
396,aktau,43.65,51.2,9.32000000000005,41,0,9.04,KZ,1697416254
397,otofuke,42.9917,143.2003,14.53000000000003,73,0,1.89,JP,1697416254
398,praia da vitoria,38.7333,-27.0667,24.140000000000043,73,40,12.84,PT,1697416255
399,contamana,-7.3333,-75.0167,25.610000000000014,67,98,1.11,PE,1697416255
400,guerrero negro,27.9769,-114.0611,22.150000000000034,69,0,5.92,MX,1697416255
401,golfito,8.639,-83.166,24.629999999999995,94,100,1.03,CR,1697416122
402,khandyga,62.6667,135.6,-11.489999999999952,90,80,0.96,RU,1697416256
403,brokopondo,4.75,-55.1667,27.689999999999998,70,100,5.39,SR,1697416256
404,nicoya,10.1483,-85.452,24.090000000000032,96,100,0.38,CR,1697416113
405,koryukivka,51.7688,32.2481,8.53000000000003,71,100,1.94,UA,1697416257
406,kyzyl,51.7,94.45,6.680000000000007,77,100,8.94,RU,1697416257
407,lib,8.3122,167.3766,28.58000000000004,74,51,4.45,MH,1697416257
408,troitsko-pechorsk,62.7084,56.1964,4.830000000000041,98,100,2.68,RU,1697416257
409,zaragoza,41.6561,-0.8773,18.900000000000034,75,75,4.12,ES,1697416258
410,chinde,26.8418,88.0763,14.830000000000041,86,24,1.75,NP,1697416258
411,del rio,29.3627,-100.8968,28.060000000000002,23,0,5.66,US,1697416258
412,chita,52.0333,113.55,-2.0600000000000023,58,95,3.0,RU,1697416202
413,afaahiti,-17.75,-149.2833,26.930000000000007,78,81,3.83,PF,1697416259
414,whakatane,-37.9585,176.9854,21.05000000000001,56,99,3.87,NZ,1697416259
415,fort campbell north,36.6543,-87.4606,11.980000000000018,60,75,3.09,US,1697416028
416,el calafate,-50.3408,-72.2768,5.560000000000002,73,27,4.54,AR,1697416260
417,bad munstereifel,50.55,6.7667,3.4700000000000273,93,8,1.09,DE,1697416260
418,pariaman,-0.619,100.12,25.03000000000003,82,59,1.46,ID,1697416260
419,torghay,49.6339,63.4981,11.100000000000023,69,64,4.05,KZ,1697416261
420,soio,-6.1349,12.3689,24.840000000000032,84,66,3.42,AO,1697416261
421,taichung,24.1469,120.6839,26.379999999999995,71,75,2.57,TW,1697416261
422,liberal,37.0431,-100.921,14.080000000000041,47,0,2.57,US,1697416036
423,st. thomas,42.7736,-81.1804,7.6299999999999955,81,100,4.77,CA,1697416240
424,nieuw nickerie,5.95,-56.9833,28.02000000000004,76,100,5.98,SR,1697416262
425,akjoujt,19.6969,-14.4164,30.24000000000001,14,0,4.37,MR,1697416262
426,talcahuano,-36.7167,-73.1167,11.82000000000005,66,20,8.23,CL,1697416263
427,ugoofaaru,5.6667,73.0,28.08000000000004,72,100,6.06,MV,1697416263
428,eaglehawk,-36.7333,144.25,11.310000000000002,63,73,3.58,AU,1697416264
429,mejit,10.2753,170.8646,28.08000000000004,76,97,4.77,MH,1697416264
430,nadym,65.5333,72.5167,0.26000000000004775,77,100,6.1,RU,1697416264
431,busan,35.1028,129.0403,15.990000000000009,72,0,2.06,KR,1697416265
432,ruteng,-8.6136,120.4721,25.140000000000043,40,0,1.45,ID,1697416265
433,polazna,58.2946,56.4055,11.82000000000005,92,100,4.74,RU,1697416265
434,labrador city,52.9463,-66.9114,2.9500000000000455,93,100,7.72,CA,1697416266
435,plastun,44.7561,136.2939,7.270000000000039,61,28,3.13,RU,1697416266
436,saint-pierre,-21.3393,55.4781,21.82000000000005,73,75,2.06,RE,1697416266
437,saint-francois,46.4154,3.9054,6.490000000000009,93,0,1.03,FR,1697416265
438,soto la marina,23.7667,-98.2167,23.160000000000025,41,83,1.98,MX,1697416267
439,hillvue,-31.1244,150.915,25.950000000000045,24,75,6.17,AU,1697416267
440,ksar el kebir,35.0017,-5.9053,20.129999999999995,70,10,0.33,MA,1697416267
441,anyang,36.0994,114.3289,17.32000000000005,53,0,4.92,CN,1697416268
442,nalundan,9.75,123.0667,28.200000000000045,67,35,0.74,PH,1697416268
443,papao,-17.75,-149.55,27.82000000000005,79,76,4.97,PF,1697416268
444,camayenne,9.535,-13.6878,27.05000000000001,89,75,4.12,GN,1697416268
445,mar del plata,-38.0023,-57.5575,13.939999999999998,87,0,2.68,AR,1697416269
446,wau,7.7029,27.9953,21.660000000000025,94,100,3.69,SS,1697416269
447,sechura,-5.5569,-80.8222,21.33000000000004,75,21,6.67,PE,1697416269
448,poli,-3.3333,36.8,16.650000000000034,89,59,2.06,TZ,1697416270
449,campo verde,-20.4167,-54.0667,28.140000000000043,50,100,1.74,BR,1697416270
450,camana,-16.6228,-72.7111,18.710000000000036,87,28,2.48,PE,1697416270
451,namsos,64.4662,11.4957,5.03000000000003,70,75,2.57,NO,1697416271
452,pervomaysk,48.0443,30.8507,10.460000000000036,80,100,9.12,UA,1697416271
453,lautoka,-17.6167,177.4667,28.920000000000016,61,40,4.63,FJ,1697416187
454,nova xavantina,-14.6667,-52.35,29.05000000000001,47,98,1.15,BR,1697416271
455,kailua-kona,19.6406,-155.9956,29.170000000000016,77,40,4.63,US,1697416272
456,saint joseph,39.7686,-94.8466,10.78000000000003,74,100,5.81,US,1697416272
457,san luis de la loma,17.2706,-100.8939,26.910000000000025,86,100,0.46,MX,1697416272
458,baotou,40.6522,109.8222,12.850000000000023,36,31,2.72,CN,1697416273
459,sinjai,-5.1241,120.253,30.629999999999995,56,9,4.08,ID,1697416273
460,abu dhabi,24.4667,54.3667,31.08000000000004,60,0,1.03,AE,1697416149
461,livingstone,-17.8419,25.8543,24.02000000000004,61,100,2.07,ZM,1697416273
462,tingi,-11.3,35.0333,18.57000000000005,87,99,2.66,TZ,1697416274
463,puerto baquerizo moreno,-0.9,-89.6,23.600000000000023,84,86,4.62,EC,1697416207
464,saint-philippe,-21.3585,55.7679,21.77000000000004,84,35,1.44,RE,1697416274
465,rosalie,15.3667,-61.2667,26.99000000000001,78,19,2.83,DM,1697416275
466,cuyo,10.8525,121.0086,28.620000000000005,72,97,3.01,PH,1697416275
467,oroqen zizhiqi,50.5667,123.7167,3.8700000000000045,34,15,5.11,CN,1697416275
468,umluj,25.0213,37.2685,26.430000000000007,49,0,4.74,SA,1697416275
469,arklow,52.7931,-6.1414,7.060000000000002,67,100,3.22,IE,1697416276
470,portage la prairie,49.9728,-98.2926,8.830000000000041,56,5,1.09,CA,1697416276
471,spassk-dal'niy,44.5978,132.8211,7.5,35,1,8.41,RU,1697416276
472,haiku-pauwela,20.9219,-156.3051,28.430000000000007,69,40,11.83,US,1697416277
473,nowy dwor gdanski,54.2131,19.1177,8.920000000000016,83,86,4.47,PL,1697416277
474,canyon,34.9803,-101.9188,18.890000000000043,40,0,2.24,US,1697416277
475,lishui,28.4604,119.9103,21.660000000000025,68,0,0.77,CN,1697416277
476,vila velha,-20.3297,-40.2925,22.970000000000027,99,100,2.06,BR,1697416025
477,panacan,9.2463,118.4082,28.860000000000014,74,69,2.34,PH,1697416278
478,thurso,58.5927,-3.5259,8.810000000000002,82,100,7.02,GB,1697416052
479,douglas,41.3,-96.167,9.960000000000036,73,100,3.09,US,1697416279
480,quillacollo,-17.4,-66.2833,22.04000000000002,35,9,3.09,BO,1697416280
481,acarau,-2.8856,-40.12,26.129999999999995,83,51,7.69,BR,1697416280
482,floro,61.5996,5.0328,5.980000000000018,61,100,8.23,NO,1697416280
483,bani mazar,28.5036,30.8004,21.05000000000001,64,0,2.79,EG,1697416281
484,brookings,44.3114,-96.7984,8.939999999999998,84,0,3.6,US,1697416281
485,lagoa,39.05,-27.9833,20.78000000000003,87,100,20.0,PT,1697416281
486,baiti,13.745,-14.7482,26.200000000000045,66,100,3.37,SN,1697416282
487,sitangkai,4.6628,119.3928,28.379999999999995,71,98,2.35,PH,1697416282
488,al jawf,29.5,38.75,17.27000000000004,59,0,3.17,SA,1697416282
489,robertsport,6.7533,-11.3686,26.160000000000025,85,100,2.57,LR,1697416283
490,gebeit,21.0667,36.3167,21.79000000000002,64,0,1.83,SD,1697416283
491,bashanet,-4.2333,35.4167,13.850000000000023,86,100,2.58,TZ,1697416283
492,regina,50.4501,-104.6178,12.990000000000009,49,75,4.63,CA,1697416199
493,hithadhoo,-0.6,73.0833,27.49000000000001,79,4,8.38,MV,1697416284
494,corner brook,48.9667,-57.9484,9.090000000000032,93,100,1.43,CA,1697416208
495,blackwater,-23.5833,148.8833,28.720000000000027,53,9,3.46,AU,1697416284
496,akureyri,65.6835,-18.0878,3.9600000000000364,87,75,0.0,IS,1697416285
497,mogadishu,2.0371,45.3438,26.07000000000005,85,43,4.88,SO,1697416153
498,najaf,31.9985,44.3398,25.27000000000004,30,3,4.72,IQ,1697416285
499,tsiombe,-25.3,45.4833,19.129999999999995,85,100,1.17,MG,1697416285
500,itaituba,-4.2761,-55.9836,26.74000000000001,66,40,1.05,BR,1697416067
501,boryeong,36.3493,126.5977,17.980000000000018,48,0,5.55,KR,1697416286
502,pauini,-7.7136,-66.9764,24.82000000000005,86,99,0.59,BR,1697416286
503,kuta,-8.7233,115.1723,27.970000000000027,83,40,4.12,ID,1697416287
504,blythe,33.6103,-114.5964,35.25,10,0,3.09,US,1697416287
505,sakakah,29.9697,40.2064,19.760000000000048,49,0,2.65,SA,1697416287
506,sidrolandia,-20.9319,-54.9614,25.53000000000003,65,80,2.75,BR,1697416288
507,morshansk,53.4435,41.8107,10.07000000000005,58,60,3.36,RU,1697416288
508,siwa oasis,29.2041,25.5195,22.07000000000005,44,0,2.71,EG,1697416288
509,ouallam,14.3188,2.0866,30.920000000000016,21,5,3.4,NE,1697416289
510,okondja,-0.6549,13.6753,21.57000000000005,98,100,0.87,GA,1697416289
511,sao felix do xingu,-6.6447,-51.995,24.180000000000007,78,1,1.03,BR,1697416289
512,lagdo,9.05,13.7333,23.58000000000004,79,99,0.89,CM,1697416289
513,undurkhaan,47.3194,110.6556,6.240000000000009,34,8,6.1,MN,1697416290
514,chudniv,50.052,28.1175,6.170000000000016,79,100,3.22,UA,1697416290
515,aqsay,51.1678,52.995,9.0,82,6,4.5,KZ,1697416290
516,sinan,34.8262,126.1086,18.060000000000002,59,16,8.39,KR,1697416291
517,eilat,29.5581,34.9482,22.910000000000025,53,0,2.06,IL,1697416292
518,broome,42.2506,-75.833,8.720000000000027,93,100,4.12,US,1697416292
519,okakarara,-20.5833,17.4333,16.920000000000016,18,71,3.4,NA,1697416292
520,sao vicente,-23.9631,-46.3919,22.370000000000005,26,25,0.89,BR,1697416224
521,ulsteinvik,62.3432,5.8487,7.090000000000032,77,100,3.58,NO,1697416135
522,tateyama,34.9833,139.8667,20.79000000000002,60,5,4.7,JP,1697416293
523,mont-laurier,46.5501,-75.4993,10.79000000000002,90,100,3.62,CA,1697416293
524,awjilah,29.1081,21.2869,20.05000000000001,62,0,1.84,LY,1697416293
525,novodvinsk,64.4165,40.8122,3.7700000000000387,78,100,5.59,RU,1697416294
526,baneh,35.9975,45.8853,13.54000000000002,48,0,3.51,IR,1697416294
527,leh,34.1667,77.5833,2.0500000000000114,57,100,1.24,IN,1697416294
528,lillehammer,61.1146,10.4674,-0.18999999999999773,86,15,1.96,NO,1697416295
529,vanino,49.0869,140.2543,7.740000000000009,91,100,3.76,RU,1697416295
530,minab,27.1467,57.0801,27.510000000000048,62,0,1.18,IR,1697416295
531,manacapuru,-3.2997,-60.6206,28.470000000000027,57,0,2.08,BR,1697416295
532,linhares,-19.3911,-40.0722,21.930000000000007,96,18,1.23,BR,1697416296
533,martin,27.0837,-80.4164,26.640000000000043,72,9,0.45,US,1697416296
534,griffith,41.5284,-87.4237,12.270000000000039,70,100,3.09,US,1697416035
535,madan,41.5,24.95,12.080000000000041,69,17,2.17,BG,1697416297
536,margate,51.3813,1.3862,6.610000000000014,60,97,2.05,GB,1697416297
537,buala,-8.145,159.5921,29.650000000000034,70,100,1.1,SB,1697416297
538,brazzaville,-4.2658,15.2832,26.170000000000016,78,100,1.03,CG,1697416297
539,evergreen,39.6333,-105.3172,13.560000000000002,48,19,0.45,US,1697416027
540,severo-yeniseyskiy,60.3725,93.0408,0.8799999999999955,90,100,4.02,RU,1697416298
541,callaway,30.153,-85.5699,17.170000000000016,71,100,6.17,US,1697416298
542,villa gesell,-37.2639,-56.973,13.200000000000045,85,2,8.0,AR,1697416298
543,vanimo,-2.6741,141.3028,29.160000000000025,72,50,2.25,PG,1697416299
544,bonthe,7.5264,-12.505,26.29000000000002,86,100,1.49,SL,1697416299
545,mournies,35.4764,24.0092,22.129999999999995,73,0,3.92,GR,1697416299
546,weno,7.4515,151.8468,28.970000000000027,84,100,4.63,FM,1697416300
547,bochum,51.4833,7.2167,6.400000000000034,84,13,0.45,DE,1697416300
548,bel ombre,-4.6167,55.4167,26.910000000000025,83,40,5.66,SC,1697416300
549,darwin,-12.4611,130.8418,31.99000000000001,37,0,2.57,AU,1697416024
550,savanna-la-mar,18.219,-78.1332,28.29000000000002,82,90,0.68,JM,1697416301
551,bata,1.8639,9.7658,25.379999999999995,87,100,2.06,GQ,1697416301
552,amga,60.8953,131.9608,-7.229999999999961,70,11,0.89,RU,1697416302
553,mount pearl,47.5166,-52.7813,10.189999999999998,91,75,3.6,CA,1697416302
554,meraux,29.933,-89.9498,19.99000000000001,56,100,8.23,US,1697416302
555,as sulayyil,20.4607,45.5779,26.140000000000043,19,1,2.47,SA,1697416302
556,vila do maio,15.1333,-23.2167,28.439999999999998,73,96,5.68,CV,1697416303
557,skowhegan,44.7651,-69.7192,11.650000000000034,93,100,3.46,US,1697416301
